id,title,summary,image,content,created_at,updated_at,tags,categorie,views,date_occured
12,"IF SertãoPE marca presença na V Expocapri em Salgueiro","A integração entre a academia e o setor agropecuário fortalece a economia regional na feira de caprinos.",F0rM5kico7.webp,"Entre os dias **28 e 30 de julho de 2011**, o Parque de Exposições Gumercindo Sampaio tornou-se o epicentro do desenvolvimento rural em Salgueiro.

A **5ª edição da Expocapri**  Exposição e Feira Especializada de Caprinos e Ovinos  não foi apenas um evento comercial, mas um palco de demonstração da força e da resiliência do produtor sertanejo. Para o **Campus Salgueiro do IF Sertão-PE**, participar dessa feira teve um significado profundo: era o momento de mostrar que a ciência e a tradição devem caminhar juntas para prosperar no semiárido.

### O Conhecimento Técnico no Campo de Prática

A presença de servidores e estudantes do curso **Técnico em Agropecuária** na Expocapri foi marcante. Longe das salas de aula convencionais, os jovens aplicaram na prática conhecimentos fundamentais:

- **Manejo e Sanidade Animal:** Apoio direto no cuidado com os rebanhos.

- **Torneio Leiteiro:** Auxílio técnico na recepção e monitoramento dos animais.

- **Nutrição e Genética:** Discussão de estratégias para aumentar a rentabilidade e qualidade.


Essa interação direta com produtores familiares e grandes criadores permitiu uma troca de saberes inestimável, onde a vivência do campo recebia o suporte científico necessário para evoluir.

### Motor do Desenvolvimento Regional

O IF Sertão-PE reafirmou sua missão de agente propulsor da economia local. A feira provou que a educação profissional é o motor que impulsiona a modernização do setor agropecuário, garantindo segurança alimentar e dignidade para as famílias sertanejas.

### Sustentabilidade e Futuro para o Semiárido

Olhando para trás, a participação na **V Expocapri** consolidou a relação de confiança entre o campus e os produtores da região. A memória daqueles dias nos lembra que o papel do Instituto Federal se materializa no curral e na roça, e não apenas nos livros.

> Foi um marco de integração que pavimentou o caminho para projetos de pesquisa e extensão que hoje são referência nacional.

Celebramos essa memória como um exemplo de como a educação é o diferencial competitivo de uma região. A dedicação de alunos e técnicos em julho de 2011 ainda ecoa nas práticas de manejo de muitos produtores locais. Continuamos comprometidos em levar a inovação para o campo, honrando a vocação sertaneja e construindo um futuro onde **tecnologia e amor à terra** se unem para transformar realidades.","2025-09-07 11:41:56","2025-09-12 16:57:32","agropecuaria, expocapri, extensao, desenvolvimento, caprinos","Eventos e Extensão",0,2011
13,"Matadouro Municipal: uma visita que fez história no campus Salgueiro","Técnicos e docentes unem esforços para garantir segurança sanitária e desenvolvimento em Salgueiro.",m4sq7AAjYn.webp,"No dia **14 de setembro de 2011**, um grupo de técnicos e docentes do **Campus Salgueiro do IF Sertão-PE** deu um passo decisivo em direção à saúde pública e ao desenvolvimento sustentável da nossa cidade.

A visita às instalações do futuro **Matadouro Municipal de Caprinos, Ovinos e Suínos** não foi apenas um ato administrativo; foi um gesto de compromisso social com a qualidade do alimento que chega à mesa dos cidadãos. Liderada pelo professor Amâncio Holanda, a equipe percorreu as obras, transformando o canteiro de construção em um espaço de análise técnica e responsabilidade compartilhada.

### A Educação a Serviço da Saúde Pública

A importância dessa visita residia no desejo de colaborar com soluções que garantissem padrões sanitários elevados e respeito ao meio ambiente. O IF Sertão-PE colocou sua expertise à disposição para orientar processos de:

- **Abate Seguro:** Garantindo a sanidade dos produtos de origem animal.

- **Erradicação de Abates Clandestinos:** Promovendo a modernização das práticas locais.

- **Sustentabilidade:** Discutindo o manejo correto dos resíduos e o impacto ambiental.


Ficou claro que o papel do campus extrapolava o ensino formal, agindo como um consultor técnico essencial para o progresso da infraestrutura urbana de Salgueiro.

### Integração entre Academia e Poder Público

Essa aproximação foi fundamental para assegurar que a população tivesse acesso a produtos processados com rigor e ética. Os docentes levaram para as salas de aula desafios reais, enriquecendo o currículo dos estudantes com problemas concretos da nossa realidade sertaneja.

### Um Compromisso com o Bem-Estar Regional

Ao relembrarmos esse momento, celebramos a coragem de uma instituição que não foge das questões críticas da sua comunidade. O legado dessa visita permanece como um exemplo de como o conhecimento científico pode mitigar riscos à saúde e impulsionar o desenvolvimento econômico de forma ordenada.

> O Campus Salgueiro reafirmou sua identidade como uma casa de saberes voltada para o bem comum, provando que a presença de um Instituto Federal muda a trajetória de uma cidade.

Hoje, colhemos os frutos dessa parceria com profissionais mais conscientes e sistemas de produção mais seguros. A história do Matadouro Municipal e a intervenção técnica do **IFSertãoPE** são partes de um mesmo mosaico de evolução e cuidado com a nossa gente.

**Uma memória de responsabilidade, ciência e amor à vida que continua a guiar nossas ações.**","2025-09-07 17:49:07","2025-09-12 16:55:47","saude_publica, parceria, agropecuaria, desenvolvimento, tecnica",Institucional,0,2011
14,"Memória em forma de jogo: o quiz do campus Salgueiro","A tecnologia mobile e a história se unem no Memoriação Quiz para preservar o legado do Campus Salgueiro.",ZwriMbCPZ6.webp,"Em meio à constante evolução tecnológica do ano de 2025, o **Campus Salgueiro do IFSertãoPE** encontrou uma forma inovadora e lúdica de manter viva sua trajetória.

O projeto **""Memoriação Quiz""** nasceu da união entre a extensão acadêmica e o desejo de eternizar os marcos da nossa instituição. Desenvolvido como um aplicativo móvel, o jogo transforma o resgate histórico em uma experiência interativa, provando que a memória institucional pode ser tão dinâmica quanto o futuro que estamos construindo.

### Educação, Gamificação e Identidade Institucional

Utilizando tecnologias modernas como **Expo** e **React Native**, o aplicativo oferece um mergulho profundo nos pilares da nossa casa: Ensino, Pesquisa e Extensão. O sistema foi pensado para ser engajador através de:

- **Desafios de Múltipla Escolha:** Uma oportunidade de aprendizado sobre os fatos que moldaram o campus.

- **Sistema de Ranking:** Estímulo à competição saudável entre estudantes, servidores e comunidade.

- **Emblemas Colecionáveis:** Símbolos de reconhecimento pelo conhecimento da nossa própria história.

- **Colaboração Ativa:** Funcionalidade que permite aos usuários criarem suas próprias questões, tornando o app um arquivo vivo.


O desenvolvimento deste software representa o ápice da integração entre o conhecimento técnico e o compromisso social, fortalecendo o sentimento de pertencimento dentro do universo digital.

### Um Registro Vivo que Atravessa o Tempo

Olhamos para esta ferramenta com a certeza de que a preservação do passado é o alicerce para as grandes conquistas do amanhã. O **Memoriação Quiz** não apenas diverte, mas educa e conecta gerações através de telas que agora contam histórias de superação e excelência.

> Cada rodada jogada é uma homenagem aos pioneiros e um incentivo aos novos ingressantes para que se sintam parte desta grande engrenagem de saber.

O aplicativo é, em essência, uma celebração da inteligência sertaneja aplicada à salvaguarda do nosso patrimônio imaterial. Em um mundo de informações efêmeras, o projeto **MemoriAção** escolhe a permanência, garantindo que a chama do conhecimento e o orgulho de nossa trajetória nunca se apaguem.

**É o passado e o presente dialogando em tempo real, ao alcance de um toque!**","2025-09-08 15:24:45","2025-09-15 15:46:10","tecnologia, quiz, gamificacao, mobile, extensao","Tecnologia e Inovação",0,2025
15,"Ciclo de palestras que semeou a pesquisa e inovação no IF Sertão-PE","O despertar da cultura científica no Sertão Central através de diálogos estratégicos e inovação em 2011.",iip5F0chb9.webp,"Nos dias **1º e 2 de dezembro de 2011**, os campi Ouricuri e Salgueiro tornaram-se o solo fértil para uma das mais importantes sementes da nossa história acadêmica.

A visita da Pró-Reitoria de Pesquisa, Inovação e Pós-Graduação não foi um encontro meramente formal, mas o lançamento de uma política institucional que mudaria a forma como o Sertão produz conhecimento. Aquele ciclo de palestras marcou o início de uma caminhada onde a ciência deixava de ser um conceito distante para se tornar uma prática cotidiana nas mãos de nossos estudantes e docentes.

### Fortalecendo as Bases da Excelência Científica

O foco central das discussões foi a implantação do **Núcleo de Inovação Tecnológica (NIT)** e o estímulo à proteção das tecnologias desenvolvidas em nossa casa. O evento trouxe avanços práticos para a instituição:

- **Acervo Técnico:** Entrega de livros sobre inovação para as bibliotecas locais.

- **Diagnóstico de Pesquisa:** Identificação das vocações regionais para soluções de problemas locais.

- **Políticas de Fomento:** Abertura de portas para que jovens sertanejos vislumbrassem carreiras como pesquisadores e inovadores.

Aquele momento representou a consolidação de um sonho: transformar o Sertão em um polo de desenvolvimento tecnológico e intelectual, rompendo barreiras históricas de acesso à pós-graduação.

### Um Legado de Conhecimento e Inovação Permanente

Hoje, ao olharmos para os laboratórios pulsantes e para a produção científica do **Campus Salgueiro**, reconhecemos o valor daqueles primeiros diálogos de 2011. O compromisso firmado naquele ciclo de palestras continua a nos guiar na busca por uma educação que não apenas ensina, mas cria e protege o conhecimento nacional.

> A inovação é o motor que impulsiona a nossa região rumo a um futuro de soberania tecnológica e justiça social.

Celebramos aquele encontro como o marco da maturidade acadêmica de nossos novos campi. As sementes plantadas floresceram em uma rede de pesquisadores dedicados que hoje levam o nome do **IFSertãoPE** para os mais importantes congressos do mundo.

**Uma história de visão, coragem e dedicação ao saber que continua a transformar a realidade do interior de Pernambuco.**","2025-09-08 16:52:26","2025-09-12 16:53:56","pesquisa, inovação, pós-graduação, ciência, biblioteca","Pesquisa e Pós-Graduação",0,2011
16,"Curso de Caprinovinocultura transforma vidas no Sertão","A união entre saber técnico e inclusão social fortalecendo 35 famílias na comunidade do Cruzeiro do Sul.",NAuLRD4DQ0.webp,"Em novembro de 2010, o **Campus Salgueiro do IF Sertão-PE** iniciou uma missão que ecoaria profundamente na zona rural da nossa região. O curso de **Caprinovinocultura de Corte**, na modalidade de Formação Inicial e Continuada (FIC), não foi apenas uma atividade de ensino, mas um ato de progresso para 35 famílias da comunidade do **Cruzeiro do Sul**.

Localizada a 47 km da cidade, essa comunidade encontrou no conhecimento técnico a ferramenta necessária para transformar sua realidade econômica e fortalecer a dignidade do trabalho no campo.

### Educação e Cidadania no Coração do Semiárido

Com uma carga horária de **160 horas**, o curso foi estruturado para unir a teoria necessária à prática do dia a dia sertanejo. O treinamento permitiu que os produtores compreendessem a importância da gestão eficiente do rebanho através de três pilares:

- **Nutricional:** Alimentação adequada para o rebanho do semiárido.

- **Sanitário:** Prevenção e controle de doenças.

- **Econômico:** Gestão de custos e controle de qualidade.


Esta parceria estratégica entre o **IF Sertão-PE**, a Prefeitura de Salgueiro, o IPA, Adagro, Banco do Nordeste e Sebrae demonstrou a força da cooperação institucional em prol do desenvolvimento sustentável e da erradicação da pobreza no Sertão Central.

### Inclusão Social e Autonomia

O impacto do projeto representou o fortalecimento da cidadania de famílias agricultoras. Ver os produtores dominando técnicas de manejo foi a prova de que a educação profissional é o melhor caminho para garantir a segurança alimentar e a autonomia financeira, valorizando as potencialidades naturais da nossa terra.

### Um Legado de Esperança e Desenvolvimento Rural

Hoje, relembramos o curso de Caprinovinocultura de 2010 como um marco fundador da nossa **identidade extensionista**. O sucesso daquelas turmas provou que o Campus Salgueiro nasceu com o propósito inabalável de levar a ciência até onde a vida acontece.

> As memórias daquelas famílias, hoje mais fortalecidas, são o maior diploma que nossa instituição poderia receber. É a transformação real que acontece quando a sala de aula se expande para dentro das propriedades rurais.

Este projeto continua sendo uma fonte de inspiração. Ele nos lembra que nossa missão é ser ponte entre o saber acadêmico e a sabedoria popular. A história da comunidade do Cruzeiro do Sul é parte integrante da história do **IFSertãoPE**, uma narrativa de aprendizado e superação que orgulha cada servidor e estudante que acredita na força do semiárido brasileiro.","2025-09-08 20:13:43","2025-09-12 16:43:27","caprinovinocultura, extensao, inclusao_social, agricultura_familiar, parceria","Eventos e Extensão",0,2010
17,"Aprendendo Espanhol: curso FIC aproxima comunidade e campus","O Campus Salgueiro amplia horizontes culturais com o lançamento do curso de Língua Espanhola em 2012.",CMx4T1N9yB.webp,"Em fevereiro de 2012, as barreiras linguísticas começaram a ser rompidas no **Campus Salgueiro** com o lançamento do primeiro **Curso de Formação Inicial e Continuada (FIC) em Língua Espanhola**. 

Destinado tanto aos discentes quanto aos moradores da cidade, o curso ofereceu uma oportunidade única de imersão cultural e crescimento profissional. Com módulos Básico 1 e 2, a iniciativa reafirmou o papel do **IF Sertão-PE** como um centro de excelência que conecta o Sertão pernambucano com as vastas possibilidades do mundo globalizado.

## Educação Sem Fronteiras e Integração Social

A carga horária de **160 horas** foi planejada para oferecer uma base sólida, permitindo que os participantes da comunidade externa dividissem as salas de aula com os estudantes em um ambiente de rica troca de experiências. O curso destacou-se por:

* **Público Diversificado:** 20 vagas destinadas à comunidade externa, promovendo a integração social.
* **Qualificação Profissional:** Uma formação estratégica para o currículo em um mercado de trabalho contemporâneo.
* **Identidade Latino-Americana:** Aprender espanhol no coração do Sertão foi um ato de expansão de horizontes e valorização das nossas raízes.

A oferta deste curso simbolizou o compromisso institucional com a formação integral do cidadão. Ao abrir suas portas através de um curso FIC, o Campus Salgueiro fortaleceu os vínculos de confiança e serviço público, provando que o conhecimento não possui fronteiras geográficas.

## Um Marco de Pluralidade Cultural e Saber

Hoje, olhamos para trás com orgulho daquela primeira turma. Muitos dos que iniciaram seus estudos em 2012 hoje utilizam o idioma em suas carreiras, viagens ou pesquisas acadêmicas de nível internacional. 

> A memória desse curso nos inspira a continuar oferecendo formações que humanizem e capacitem nossa gente, provando que o interior de Pernambuco é um solo fértil para mentes globais.

Celebramos esta iniciativa como um exemplo de como o **IF Sertão-PE** atua como um polo de irradiação de cultura. O curso de espanhol de 2012 foi o começo de uma série de projetos voltados para as linguagens e para o entendimento mútuo entre os povos. 

**Uma memória de integração, aprendizado e visão de futuro que continua a ecoar em nossa instituição!**","2025-09-08 20:46:06","2025-09-12 17:18:23","espanhol, linguas, curso_fic, comunidade, educacao","Ensino e Graduação",0,2012
18,"Alunos do campus Salgueiro brilham em concurso público","A excelência do ensino público do Campus Salgueiro é comprovada com aprovações históricas em 2012.",PXuRYWrOps.webp,"O ano de 2012 reservou uma das maiores confirmações da qualidade acadêmica do **Campus Salgueiro do IF Sertão-PE**.

Em um resultado histórico, nossos estudantes conquistaram posições de destaque no concurso público da Prefeitura de Salgueiro, provando que a dedicação em sala de aula se traduz em conquistas reais no mercado de trabalho. O desempenho foi tão expressivo que validou a excelência do ensino técnico e superior na região.

### A Força da Educação Pública e o Sucesso Profissional

Os números daquele ano impressionaram a comunidade e a gestão pública. O protagonismo dos nossos alunos ficou evidente em cargos estratégicos:

- **Técnico em Edificações:** Doze dos vinte e dois classificados eram alunos da nossa instituição. Eles ocuparam o topo do pódio e garantiram o preenchimento total das vagas disponíveis.

- **Agente Administrativo:** Em uma disputa acirrada de 72 candidatos por vaga, sete dos nossos estudantes foram aprovados, incluindo o **primeiro lugar absoluto**.


Ver quase 15% das vagas de um concurso com mais de três mil inscritos serem ocupadas por jovens formados no IF Sertão-PE é a prova cabal de que estamos no caminho certo. A juventude sertaneja, quando munida de educação de qualidade, pode competir e vencer em qualquer cenário.

### Referência em Excelência

Este resultado é o fruto de um esforço coletivo entre docentes, técnicos e discentes. O Campus Salgueiro consolidou-se como uma referência, desmistificando a ideia de que o interior não possui ensino competitivo. Nossos alunos entraram para o serviço público municipal como profissionais éticos e tecnicamente preparados.

### Um Legado de Mérito e Transformação Regional

Hoje, celebramos essa memória como um troféu de toda a comunidade acadêmica. Aquela lista de aprovados em 2012 serviu de inspiração para as turmas seguintes, criando uma cultura de esforço e superação que ainda hoje permeia nossos corredores.

> O IF Sertão-PE cumpre sua missão social ao devolver à sociedade cidadãos prontos para contribuir com a gestão pública e a infraestrutura da região.

Que o sucesso daqueles pioneiros continue a ecoar nos sonhos dos nossos atuais estudantes. A história das aprovações de 2012 é um lembrete de que o **Campus Salgueiro** é uma fábrica de talentos e um porto seguro para quem deseja mudar de vida através do estudo sério.

**A melhor colheita do nosso trabalho é ver nossos egressos transformando a realidade do Sertão Central!**","2025-09-08 21:20:12","2025-09-12 17:17:04","concurso, aprovacao, mercado_de_trabalho, edificacoes, meritocracia",Institucional,0,2012
19,"Agroecologia em prática: Campus Salgueiro implanta sistema PAIS","A implantação do sistema PAIS une sustentabilidade e agricultura familiar em um marco para o Sertão.",ZNEg2bBmE0.webp,"No dia **11 de maio de 2012**, o **Campus Salgueiro do IF Sertão-PE** celebrou um avanço significativo em sua missão de promover o desenvolvimento rural sustentável.

A entrega oficial do **Projeto Agroecológico Integrado Sustentável (PAIS)** não foi apenas a inauguração de um novo sistema de cultivo; foi a materialização de um compromisso profundo com a agricultura familiar e com a preservação ambiental no coração do Sertão Central. O projeto integra de forma harmoniosa:

- **Produção Vegetal:** Frutas e hortaliças orgânicas.

- **Avicultura:** Criação de aves integrada ao sistema.

- **Piscicultura:** Criação de peixes aproveitando os recursos hídricos.


O PAIS apresentou-se como um farol de inovação para o homem do campo, garantindo segurança alimentar e novas fontes de renda.

### A Ciência Agroecológica Nutrindo o Ensino e a Comunidade

A cerimônia reuniu alunos, técnicos, docentes do curso **Técnico em Agropecuária** e parceiros do **Instituto Agronômico de Pernambuco (IPA)**. Durante o evento, destacou-se que o PAIS transcende a função produtiva, atuando como um **laboratório vivo** essencial para a formação dos estudantes.

Além das atividades práticas, o projeto passou a fornecer alimentos orgânicos diretamente para a merenda escolar, garantindo que a qualidade da produção retornasse em saúde para a própria comunidade acadêmica. Era a educação alimentando o futuro, literalmente.

### Unidade Demonstrativa e Parceria Estratégica

A parceria com o IPA foi fundamental para perfuração de poços e apoio em cursos de formação. Para a região, o sistema no campus funciona como uma unidade demonstrativa: produtores familiares podem visitar, observar as técnicas e replicar em suas terras um modelo de agricultura que respeita o ciclo da natureza e potencializa a vida no semiárido.

### Um Legado de Sustentabilidade e Resiliência Sertaneja

As imagens daquele 11 de maio capturaram sorrisos de esperança entre canteiros verdes. O sistema PAIS tornou-se um símbolo de que é possível produzir com abundância no Sertão sem agredir o meio ambiente.

> Hoje, olhamos para essa memória com o orgulho de saber que fomos pioneiros na difusão de práticas agroecológicas fundamentais para o enfrentamento das mudanças climáticas.

O legado do projeto continua vivo em cada técnico formado que hoje orienta agricultores por todo o Nordeste. O **Campus Salgueiro** reafirmou sua identidade como um centro de irradiação de saberes sustentáveis, provando que a tecnologia integrada é a chave para um futuro próspero no Sertão.

**Uma história de integração e vida que floresce a cada dia em nosso campus!**","2025-09-08 21:45:18","2025-09-12 17:15:41","agroecologia, pais, sustentabilidade, ipa, agropecuaria","Pesquisa e Pós-Graduação",0,2012
20,"Campus Salgueiro recebe encontro do Fórum de Prevenção ao Trabalho Infantil","O IF Sertão-PE torna-se palco de debates fundamentais para a proteção da infância no Sertão Central.",JtsARpKOfp.webp,"No dia **28 de novembro de 2012**, o **Campus Salgueiro do IF Sertão-PE** abriu suas portas para uma causa de extrema relevância social e humana: o encontro da **Caravana Nordeste Contra o Trabalho Infantil**.

Coordenada pelo Fórum Estadual de Prevenção e Erradicação do Trabalho Infantil de Pernambuco (**FepEtipe**), a iniciativa reafirmou que a missão da nossa instituição vai muito além da excelência técnica. Somos um espaço de engajamento social, debate ético e defesa intransigente dos direitos fundamentais de crianças e adolescentes.

### Vozes Unidas Contra a Exploração e em Defesa do Futuro

O auditório do campus reuniu autoridades estratégicas, incluindo o Prefeito de Salgueiro, secretários municipais e membros do Ministério Público de Pernambuco. O objetivo era claro e urgente:

- **Sensibilização:** Alertar a sociedade sertaneja sobre as marcas profundas deixadas pelo trabalho infantil.

- **Fortalecimento de Redes:** Unir os órgãos de proteção locais para uma atuação mais eficaz.

- **Plano Estadual:** Discutir a aplicação das diretrizes de erradicação nas famílias mais vulneráveis do Sertão Central.


A escolha do **IF Sertão-PE** como sede foi simbólica. Como instituição de ensino, defendemos que o lugar da criança é na escola e no lazer, e que o trabalho precoce rouba o tempo e as oportunidades de desenvolvimento pleno. O diálogo serviu para alinhar estratégias e garantir que o ciclo de exploração seja rompido através da educação e da assistência social.

### Educação como Ferramenta de Justiça e Proteção Social

Hoje, ao lembrarmos desse encontro, renovamos nosso compromisso de ser uma sentinela dos direitos sociais em nossa região. A memória daquela caravana nos lembra que a escola é o antídoto mais eficaz contra a exploração.

> O Campus Salgueiro não é apenas um lugar de formação profissional, mas um baluarte da cidadania que luta para que cada jovem tenha o direito de estudar, sonhar e construir seu futuro com dignidade.

Este evento marcou a história do campus como um centro de referência em debates sociais de alto impacto. O legado daquele 28 de novembro permanece em nossas ações cotidianas, inspirando servidores e alunos a serem agentes de transformação e defensores da justiça social em cada canto deste Sertão.

**A luta contra o trabalho infantil é uma tarefa contínua que exige a vigilância de todos nós!**","2025-09-08 22:03:38","2025-09-12 17:14:19","trabalho_infantil, cidadania, fórum, direitos, proteção",Institucional,0,2012
21,"Um Encontro de Diálogo e Futuro no Campus Salgueiro","A visita do reitor Rildo Diniz marca um novo capítulo de inovação e escuta ativa na nossa instituição.",wI29AYjalT.webp,"O dia **20 de agosto de 2012** ficou registrado como um momento singular de construção coletiva no **Campus Salgueiro**.

Recebemos o reitor Rildo Diniz e sua comitiva para uma jornada de trabalho que transcendeu a simples fiscalização administrativa. Tratou-se de um exercício de diálogo aberto e escuta atenta, onde a gestão central e a base acadêmica se uniram para traçar os rumos do nosso futuro, fortalecendo os laços que unem o **IF Sertão-PE** em torno de um projeto comum de transformação.

### Inovação Sustentável e a Escuta da Comunidade

Acompanhado pelo diretor Amâncio Holanda, o reitor visitou o terreno da futura **fazenda escola**, espaço destinado a se tornar o coração das práticas de ensino e pesquisa. Entre os destaques da visita, pontuam-se:

- **Energia Eólica:** A apresentação do coletor de energia eólica, fruto de parceria com o IPA, projetado para bombear água de forma sustentável no semiárido.

- **Diálogo no Auditório:** Um momento em que técnicos, docentes e estudantes tiveram voz para apresentar dúvidas e sugestões diretamente à reitoria.

- **Pioneirismo em Comunicação:** O reitor elogiou o sistema de informação institucional via monitores implantado em Salgueiro, prometendo levar a prática para as demais unidades do instituto.


Esse reconhecimento mostrou que o Campus Salgueiro não era apenas um receptor de diretrizes, mas um polo gerador de inovações administrativas que beneficiavam toda a rede.

### Construindo a Identidade Institucional Lado a Lado

Hoje, relembramos essa visita como o marco de uma **gestão participativa** que valoriza as iniciativas locais. A memória desse encontro nos lembra que a excelência de uma instituição se constrói na união de esforços e no respeito às particularidades de cada campus.

> A fazenda escola e o catavento eólico, que naquela época eram apostas de futuro, tornaram-se símbolos da nossa capacidade de inovar com os pés no chão e os olhos no amanhã.

A visita reafirmou que cada servidor e cada aluno é parte fundamental da engrenagem que move o desenvolvimento do Sertão. Seguimos com as portas abertas para o diálogo, acreditando que é na transparência administrativa que se forja uma instituição pública de qualidade e comprometida com seu povo.

**Uma história de parceria e visão que nos motiva a seguir avançando!**","2025-09-09 10:58:37","2025-09-12 17:13:07","reitoria, diálogo, inovação, eólica, gestão",Institucional,0,2012
22,"A Primeira Mostra de Temas Medievais no Campus Salgueiro","Estudantes viajam no tempo com criatividade e sustentabilidade na I Mostra de Temas Medievais.",jU9bC9YhKF.webp,"No dia **5 de novembro de 2012**, o **Campus Salgueiro** transformou seus corredores em um verdadeiro portal para o passado.

Sob a coordenação da professora Márcia Farias, os alunos do Ensino Médio Integrado deram vida à **I Mostra de Temas Medievais**, um evento que uniu o rigor da pesquisa histórica à explosão de criatividade e consciência ambiental. Foi uma experiência imersiva que provou como o ensino de humanidades pode ser vibrante, transformando fatos em vivências práticas.

### História, Tecnologia e Sustentabilidade em Diálogo

Cada curso trouxe sua perspectiva única para a Idade Médio, criando uma abordagem interdisciplinar rica:

- **Agropecuária:** Mergulhou na vida rural e na economia das feiras medievais.

- **Edificações:** Recriou a imponência das catedrais góticas e a organização dos burgos.

- **Informática:** Explorou as sementes do Renascimento científico e das invenções.


O grande diferencial foi o **compromisso com o planeta**: todas as maquetes e cenários foram construídos com **materiais recicláveis** (papelão, latinhas e plásticos), mostrando que é possível olhar para o passado com consciência sobre o futuro. As salas de aula tornaram-se feudos e monastérios, onde a teoria dos livros ganhou tridimensionalidade e cores.

### Um Legado de Conhecimento e Arte Coletiva

Hoje, as fotografias daquela mostra são relíquias de um tempo em que a dedicação superou os desafios. A memória daquele 5 de novembro nos lembra que a educação é, acima de tudo, um ato de criação e descoberta.

> O Campus Salgueiro orgulha-se de proporcionar espaços onde a imaginação dos alunos pode voar alto, ancorada em uma base acadêmica sólida.

Aquela primeira mostra medieval pavimentou o caminho para muitos outros projetos culturais que viriam a enriquecer nossa vida institucional. O sucesso do evento reafirmou que o **IFSertãoPE** é um lugar de formação integral, onde ciência, técnica e artes se fundem para formar cidadãos completos.

**Uma história de beleza e saber que permanece viva em nossa memória coletiva!**","2025-09-09 11:20:40","2025-09-12 17:11:53","história, mostra_cultural, idade_média, sustentabilidade, criatividade","Cultura e Lazer",0,2012
23,"Catavento do Saber: Sustentabilidade e Inovação no Campus Salgueiro","A instalação de um catavento eólico marca a união entre tecnologia e respeito aos recursos hídricos.",eDeIOpnGTJ.webp,"Em um gesto que une a sabedoria ancestral à tecnologia moderna, o **Campus Salgueiro do IF Sertão-PE**, em parceria com o IPA, deu um passo histórico em direção à sustentabilidade hídrica.

A instalação de um sistema de captação de água acionado por **catavento na fazenda escola** não foi apenas a montagem de um equipamento; foi a materialização de uma visão de futuro para o semiárido. Com suas pás girando ao ritmo dos ventos sertanejos, o catavento tornou-se um símbolo da nossa capacidade de extrair vida da natureza de forma limpa, renovável e inteligente.

### Tecnologia Simples para Desafios Complexos

O funcionamento do sistema é uma lição de engenharia aplicada: a força do vento bombeia a água de poços profundos diretamente para os reservatórios, garantindo a irrigação e a dessedentação dos rebanhos **sem custo energético**. Os principais impactos do projeto incluem:

- **Unidade de Demonstração:** O campus funciona como um farol para produtores rurais que buscam soluções contra a escassez de água.

- **Laboratório Real:** Estudantes de Agropecuária utilizam o sistema para estudar mecânica, hidráulica e gestão de recursos hídricos.

- **Baixo Impacto Ambiental:** Demonstração prática de que a agricultura familiar pode ser próspera e sustentável.

A presença do catavento no horizonte do campus é um lembrete constante de que a ciência deve servir para mitigar os impactos da seca e promover a dignidade no campo.

### Um Horizonte Verde e Sustentável no Sertão

Hoje, ao olharmos para o catavento operando, celebramos a resiliência do nosso povo e a eficácia da parceria institucional. A memória desse projeto nos inspira a continuar buscando alternativas que protejam o bioma **Caatinga** enquanto desenvolvemos a economia regional.

> O ""Catavento do Saber"" não é apenas uma máquina; é uma declaração de amor ao Sertão e de fé na inteligência humana para superar limites.

O **Campus Salgueiro** reafirma seu papel como protagonista da inovação sustentável, provando que o desenvolvimento do interior de Pernambuco pode ser moderno, eficiente e em harmonia com o meio ambiente. Seguimos firmes na construção de um amanhã onde a água e o conhecimento fluam livremente para todos.

**Uma história de inovação que transforma o chão árido em solo de oportunidades!**","2025-09-09 11:49:09","2025-09-12 17:10:26","sustentabilidade, eólica, água, catavento, tecnologia_social","Tecnologia e Inovação",0,2012
